GHI,Gen
415.9308777,125.3783157
367.5722351,113.2958929
319.8540039,101.0584314
270.0366516,88.56579724
219.8040009,71.73159701
176.189209,50.51147397
128.7291718,28.502438
80.46784973,17.21037218
41.16425705,9.333884707
14.01767349,2.905593869
0,0.091512897
0,0.119856407
0,0.134141411
1.207189441,0.008699524
14.40611458,1.413770818
36.31010818,5.330820961
73.89404297,14.76150576
113.7253342,24.59200861
159.5576782,39.67968524
195.4213715,51.43731203
239.7091675,65.05654848
290.5409546,79.52993536
337.2224426,92.36967969
384.7800598,104.6068994
423.2246094,113.4764788
448.929657,118.8954474
474.0215759,122.6974951
498.9818115,128.5416302
512.6800537,131.7418625
535.4623413,135.8952767
564.2805176,141.885134
564.7957764,148.0889258
586.8356934,149.6386073
594.5859375,152.1515685
605.9277344,152.7510484
615.0202637,151.9198049
595.2435303,150.2942497
573.2146606,146.804443
573.8900146,145.9277052
574.1496582,148.0990721
567.5998535,148.5266942
540.8111572,139.9896686
512.9143066,138.5349426
462.9912109,125.0729096
431.799408,112.6088303
367.8939819,103.3727031
348.4397888,99.76934369
326.9645996,86.73930257
266.2177124,75.52329602
223.3242188,62.74266905
177.9556122,49.51918656
143.4469299,36.3923764
103.795517,23.70279468
69.09959412,15.05721699
35.46999359,7.177976645
11.49685001,2.398289166
0,0.14997218
0,0.011594772
0,0.101598274
2.280304909,0.046496585
17.36543846,2.077208417
43.44755936,7.65995919
80.7665329,16.48005828
132.6549225,27.92157269
180.3713074,46.20944845
238.7141571,66.32241602
288.5710144,82.50969097
336.353302,97.20464876
390.5107727,111.4359092
437.4899902,123.3293883
492.987793,136.6197048
534.848938,147.8266776
579.0526123,155.5757725
620.0201416,163.0337313
652.4506226,167.4926239
662.5400391,170.5930789
714.2332153,173.7528113
726.6270142,176.4802604
713.2474365,176.6394788
728.5011597,176.8697883
737.0203857,179.2652582
724.1696777,178.6647357
754.7532959,177.3067943
729.1154785,178.7164211
713.8439941,176.3640958
698.565979,174.8944839
684.1132813,171.8713259
648.0098267,170.3260093
605.9015503,165.3258154
590.7503662,161.058571
544.3623657,152.0406936
479.1212158,142.4901633
457.5390625,133.3385167
404.5724792,121.6712768
350.5700989,106.3859471
287.4134521,93.43006628
239.3495483,76.83523615
188.5626373,53.74585076
131.1458893,31.63607864
82.21450043,19.47858146
43.89794159,10.09037847
15.45485783,3.361102895
0,0.049060793
0,0.114037492
0,0.110162464
1.615858197,0.05144998
17.89996529,2.305039334
41.75280762,8.863490553
88.61870575,18.96425441
147.2325287,31.27671414
201.1385193,54.77508162
251.6423035,73.7305167
303.1655579,90.45942286
356.3022461,105.8604339
406.2554016,119.9672876
456.3231812,132.0485958
501.2145386,141.92369
542.3760986,150.8200654
579.1278076,159.4696606
615.0930176,164.8251374
644.1981201,168.5881845
666.6821899,171.9879082
692.3417969,173.3571532
703.6140137,174.9031665
726.7127686,176.5515426
735.9684448,177.1434131
741.7151489,178.3591621
740.7150879,179.8319917
756.6589355,180.1685961
742.6589966,179.8856179
740.4206543,176.9684936
704.1099854,176.0598652
690.7519531,173.2813227
679.6972656,171.1643753
639.987793,168.1857328
578.9703369,161.6633705
564.2456055,154.8793617
507.0741577,145.6391966
465.436676,137.2426385
405.5406494,124.9272655
361.3491821,111.8058342
303.6195374,96.72647977
253.508194,81.3052506
198.090332,59.36615827
143.0660095,34.10572936
91.36660767,20.99888029
45.77890015,10.76944778
15.05332661,3.507036141
0,0.04197038
0,0.132129654
0,0.134076452
2.770915985,0.026247761
20.11894226,2.42524007
43.57520676,9.337993234
92.67850494,19.51144321
156.7208405,34.55227739
211.51474,60.95283879
264.3374634,81.18185829
320.2885742,98.30199254
377.2024536,112.785136
426.1601868,125.8789322
475.379364,137.333578
521.6826782,147.7000321
563.7073975,155.537979
603.5999146,162.3673196
637.7867432,167.2022283
663.9379272,170.0741671
684.4744263,172.5913895
698.2637329,174.4885128
726.0708618,176.7662779
747.9100952,178.0273143
749.5344238,179.2289133
747.6518555,179.4491785
759.2462158,180.3603446
750.6360474,180.7249696
730.7515869,179.449103
740.9993896,177.8413294
717.6437988,176.1281007
692.0488281,173.6459462
660.4550781,171.1584591
624.8471069,167.9199405
597.7419434,163.9809872
577.7424927,157.9176576
532.9318237,150.4245313
461.5699463,140.8311768
426.5866699,129.8466775
373.4606628,117.6318532
328.9958801,99.09179578
275.7150574,86.48518816
207.4605713,64.47708024
145.5119781,37.62279859
98.02432251,23.11371063
53.21606445,12.83765231
17.67705917,4.128480881
0,0.219296015
0,0.109081651
0,0.124074981
2.820265532,0.050149996
20.49019623,2.390951087
40.47382736,9.641344879
92.41481018,19.87360819
156.2959137,34.60672278
208.925766,60.35904191
264.0086365,81.35377971
317.1870728,96.75729964
370.6321106,111.1076822
419.8692627,123.3080929
471.6114502,135.0884498
515.5178833,145.2881287
555.7966309,154.1882912
596.8436279,161.5920477
633.2339478,166.4955138
660.9619141,169.3402426
684.6950073,171.6681198
705.5545044,173.6873784
720.519043,175.7202789
730.5042114,176.7486727
737.7965698,178.2616612
751.401062,178.1459848
756.2893677,179.5092205
744.402832,179.8189098
741.2844238,179.5232081
731.8519287,176.3437776
720.241333,175.4384595
699.1920776,174.1676708
663.0928955,170.26963
630.4661255,167.6894933
606.4692383,162.6655655
559.8717041,154.8759763
507.8930664,144.2818046
466.4385376,135.3407842
410.2599487,124.0874289
366.6388855,112.8080087
311.7208252,99.51553562
260.3322144,84.46848723
206.2164154,65.6156535
153.4654388,39.72224754
102.4088287,24.26046167
54.64705658,13.16639034
19.80281258,4.548958735
0,0.03695273
0,0.096898865
0,0.102762494
2.846529484,0.087614544
19.61737061,2.584531868
42.35191727,9.734713734
96.57646179,19.82967902
155.7376099,35.93710138
209.4560547,60.03163188
265.4041748,79.98486347
318.328186,96.40887111
371.9038391,110.331582
422.9728394,122.6352324
469.8615417,134.3563597
515.3861694,144.6612395
555.8317871,152.9136811
591.5122681,160.1917117
625.0397339,164.9682333
653.8673706,168.0931155
682.3549805,170.6970038
699.878479,172.9642763
709.4859619,174.788368
720.4735107,175.4702352
737.3876343,176.6101341
740.8532104,177.4845694
742.1486816,178.5113555
733.1324463,178.7568935
743.692627,180.2669532
727.3092041,177.6135163
704.2356567,172.7008711
689.0639038,166.8067455
656.8596191,169.2568047
636.8619385,145.9645551
588.6343384,155.5116173
557.8121948,148.2097667
509.1583252,141.029773
463.1790771,126.0898893
420.1451721,94.68441834
370.9230347,88.21932825
315.6502075,89.39860058
259.8882751,84.91940042
209.3023224,66.34576722
154.223053,40.35964469
105.6915054,23.29104417
59.98452759,6.133514778
22.38108253,4.868958397
0.15085353,0.38354266
0,0.029833359
0,1.044808072
0,6.496033215
4.006369114,14.01893116
20.38814354,25.12889163
37.54103851,38.60263881
112.3525391,21.3226491
166.5414429,39.7053996
218.638504,71.5044163
274.3280945,86.20800349
329.4666748,102.0319385
384.2906189,116.1844554
434.1203003,128.3125115
484.6281738,138.6404741
530.9020386,147.8030988
571.3823242,156.3925443
612.0112305,162.0816376
647.2376709,167.0623573
668.2246704,170.2027414
703.006897,172.5592158
719.5471191,174.5346779
738.1090088,176.4587541
757.7697144,177.8181148
763.0441895,178.7297778
768.8409424,178.9832411
770.3970337,178.7810737
764.9354858,178.9269258
757.7912598,178.430015
748.6118164,177.1917517
724.0602417,175.7154208
706.2321777,173.7031291
681.4272461,170.9372156
649.8751221,167.8198278
621.2869873,164.1436347
578.0106201,158.5437022
539.6514893,150.9252103
490.2664185,141.4617466
441.7984009,131.5859101
390.4779663,120.2264749
338.5012512,107.6846417
287.0214233,92.82895909
228.2903137,74.80469064
168.3952942,47.07472132
110.7524185,25.32231004
62.60205841,15.16931493
20.75914574,5.06864322
0.134773448,0.341517627
0,0.001162471
0,0.102199993
4.492973804,0.269151619
20.58984375,3.231382792
44.61447144,11.81951564
119.0844269,24.4027115
144.7470093,44.73190083
263.9295044,66.44467031
276.0491638,73.38577126
301.5804443,95.28471462
320.5151978,120.0127042
461.6223145,133.2609542
495.0151367,128.9569764
555.6030273,145.8220646
606.3550415,150.3369886
645.9369507,156.187676
684.0803833,165.1652477
716.8778076,173.4915163
743.338623,174.539
712.78302,174.9043059
777.2583008,177.9758717
786.0192261,179.297959
786.8175049,179.1146734
804.2773438,180.8486541
795.390625,182.2317826
763.3863525,181.3803966
785.2902832,180.5653737
772.008728,180.0862506
751.7736206,178.0138358
731.6155396,176.2598657
701.8482666,173.8424327
670.5739746,170.7417029
630.7047729,166.4386377
600.6539307,161.4341203
544.1355591,154.8413737
503.1353149,145.3363784
452.1003113,134.2649071
402.000061,123.4830254
347.3186035,110.0365414
290.0302734,71.40529715
238.667099,79.03746316
179.5991364,52.4056377
125.319458,27.66056034
72.67857361,16.80402169
27.10934258,6.182456526
0,0.77084644
0,0.008575164
4.668951511,0.153907629
22.01730728,3.291652039
54.66373825,11.84659091
115.986763,22.00350254
167.9611206,43.56752498
222.1746216,68.3207115
281.118866,85.75280411
334.7444153,101.587563
387.4009094,115.2489885
442.6721497,128.1034176
488.490509,139.402423
534.4068604,149.232053
577.666626,158.0960668
615.9628906,163.8017922
648.1640625,167.8105667
679.7493896,171.1646
708.3499756,174.0714637
728.7870483,176.329987
747.7770996,178.1335099
759.2926025,179.3367694
765.0869751,180.2292024
773.789856,180.8572155
769.0736694,180.4809737
765.3936157,179.7648537
754.8007813,178.5969283
747.0732422,177.1798939
727.578125,175.3476553
701.6081543,173.2861898
672.6130981,170.5354788
640.2911987,166.9986526
609.2938232,163.3842941
571.7862549,156.650237
530.8825684,151.2063279
485.5319824,145.3720144
438.3345032,138.4546431
386.4777832,131.2065982
332.9348755,123.1417797
277.6503296,113.636766
227.4751129,103.3920711
170.7346954,90.25122021
116.2834167,73.58743719
0,0.097807319
0,0.101175003
0,0.116274987
0,0.103137498
0.219007239,0.122200001
8.263414383,-0.095187544
24.08136177,1.317962519
39.09386826,5.742312625
36.94176102,6.610212655
55.43138123,10.31346295
238.2545624,24.8878008
271.2200012,76.52090578
308.2276611,90.66226264
366.4090576,103.2483169
354.5480957,110.3539063
403.6516418,115.2812408
397.6986694,110.4933897
228.79039,85.62665273
463.1520081,98.52535224
460.5705566,89.72577543
368.3848572,90.08007785
529.5636597,121.0559509
450.7198486,143.6531335
395.361145,65.59807729
307.2574158,61.62996495
408.9614258,75.58666543
388.4475403,96.4275644
267.5634155,46.9766762
276.1949463,61.84746297
304.3033142,59.00000089
244.7133942,51.81853848
262.6679077,49.3921265
297.0158691,53.96802756
274.8406372,58.60583922
244.155777,50.37778882
185.8661652,42.69760166
170.1359558,32.72462507
155.2796936,32.29568856
116.4855957,24.85041338
101.8930435,19.65227493
85.30417633,16.06850028
64.099823,11.51854989
38.35305405,7.201137741
23.36493492,4.259837633
11.24541473,2.485937607
1.441026211,0.168512492
0,0.065599978
0,0.006149989
0,0.098387487
0,0.107124984
0.228462353,0.110974996
4.348415852,0.046062525
7.129912376,0.051299995
14.27704906,0.803350042
25.91577148,2.698662646
43.42831421,5.742925327
89.71378326,12.65261296
132.5071106,22.64052579
159.7876282,28.6498393
154.9458771,37.52411379
148.7571106,27.25073877
178.3151093,29.57407595
217.9169312,40.19056319
296.4144592,55.17950263
411.7565613,75.40226389
646.5915527,175.438091
692.0593262,149.6794904
727.4315796,99.8970566
419.9170227,97.30809154
816.9113159,145.6401622
433.7319031,151.2105168
656.6102905,119.9224528
643.7296143,163.9921648
346.7735596,159.5648817
662.1229248,140.3307428
549.1497803,153.7122133
611.4105225,143.6258428
546.3762817,148.6425492
507.2570496,141.2556275
473.1366882,133.8192054
435.217041,127.0774148
401.9117126,117.8245814
364.7118225,108.4918905
320.2482605,97.3470399
273.0104675,83.13407782
224.2557526,68.7100168
180.1802979,51.22640137
135.261673,32.75653743
95.4029541,22.54353893
60.00279617,14.53290049
28.52915382,7.297625255
7.298383713,2.345337612
0,0.098887483
0,0.101949994
0,0.091949993
3.318967342,0.154400062
18.86348915,1.56230008
38.4890213,6.502737637
89.68320465,15.3679004
136.0806732,24.79418776
187.0288696,38.38056521
245.636673,64.46025241
293.8599854,88.34096508
342.0963745,103.9463923
390.242981,118.0013553
432.141571,128.2828283
474.1295776,137.8405144
506.03479,145.5835538
537.7648315,152.5736654
561.9123535,158.4614154
596.289917,163.7720272
618.1134033,168.806947
637.7937012,172.9823734
659.1744995,176.8271347
669.6772461,179.820703
669.4370728,181.3012946
676.3515625,181.5122105
670.1698608,181.2987899
662.9447632,178.4692628
651.87146,178.0744452
633.9503174,175.42329
614.5407104,171.2969646
590.0471802,166.9433928
560.0385132,161.2556194
528.8283081,154.5748966
493.3245544,147.2303022
454.9146423,138.7757053
401.2735291,128.0301677
362.0403442,116.9978067
309.9865723,100.3874901
262.31427,86.49063993
212.1887665,64.20271589
164.2149353,40.51890182
115.1169891,27.09842548
70.76863098,18.085751
35.0013504,9.267113028
8.479885101,2.755437685
0,0.088075013
0,0.10141248
0,0.100924959
3.339156389,0.104124991
17.12717438,1.600212562
37.15213776,6.036725175
72.11859894,12.31066267
113.3094406,20.02842579
158.1938782,30.20681395
196.9122162,46.99903994
241.202179,63.00412706
286.8334656,76.82935111
339.3087769,91.42087716
377.5707397,103.857517
422.4686584,115.9555264
463.6251831,127.5612164
499.3684998,137.20383
528.5001831,147.8427962
554.7814941,152.9924525
578.6486206,157.6845557
587.4713135,159.9736009
612.6989136,164.3921165
610.9998779,165.7124588
646.4031372,167.2912958
633.1115723,166.3862023
621.3514404,164.5016674
597.0809937,161.3083254
587.9629517,158.7655688
576.8512573,155.0967145
560.416626,147.0805457
533.9437866,144.2845383
501.7780151,137.5349319
467.244812,128.5572293
429.1803589,117.3183036
355.3170471,105.9139758
332.8047791,94.49277549
288.3833923,83.45205274
244.8399658,69.40448976
205.862854,55.70490125
160.1693268,41.23973856
115.7254868,26.53231308
80.40451813,18.411588
51.87694168,11.903988
26.23406982,5.911112668
7.585181713,2.031637546
0,0.099374992
0,0.109062481
0,0.097987499
0,0.094412516
0,0.102524986
0,0.096600006
3.016653776,0.063937556
16.0136013,1.122700042
33.80982208,4.763125218
72.35865784,11.18608808
111.3720627,19.40150026
156.7202759,30.34785148
201.167923,48.77311267
246.1146088,65.95285141
282.3884583,78.27896127
327.1867981,90.37133984
374.6392822,105.2149631
417.1913452,116.4151398
445.6555786,122.605028
481.4452209,131.4549546
520.5085449,141.6183941
556.1239014,150.7292336
584.4539185,156.0569332
597.8895264,159.1759428
608.4851685,163.8303799
626.6159058,165.6620923
631.9287109,165.2926421
630.7286987,164.2170905
621.5616455,161.6062172
607.137207,158.3875144
585.1328125,159.5586187
551.045166,157.8059126
534.8668213,154.1358923
537.1123047,147.1737256
510.6484375,145.15053
492.8250122,138.196204
442.834198,126.2937813
404.5079346,113.7179054
362.6999207,105.0431779
311.5269165,95.62479066
267.9067688,78.34707556
213.594635,63.23701177
170.8864594,49.00287672
139.9466705,33.67350068
101.3055191,23.76275147
62.32780838,15.58000047
29.15926552,7.958987687
7.209089279,2.672950124
0,0.082474974
0,0.109374996
0,0.090374971
0,0.096812496
1.691578388,0.010787504
14.53426552,0.989825034
32.55768967,4.636687678
64.74866486,10.45105037
99.40177155,17.83473808
137.208847,26.60205138
182.8282166,40.88131488
226.2503204,57.76606494
273.7903748,73.50842608
320.5650024,87.23453825
360.8709717,98.63086702
395.2286377,108.6898928
422.6056213,118.7690675
466.6576843,127.8287831
495.5792236,135.4486923
530.600769,143.2262391
550.9945679,139.5149455
564.0247192,152.4744553
601.1003418,157.4666916
598.3335571,159.1396677
598.9434814,161.4209176
573.859314,160.9213402
539.1331787,148.6131028
587.0281372,162.9972179
583.7313843,160.33598
559.5631104,137.394016
555.5563965,114.0949955
511.6647949,145.2128801
468.5755005,138.5386269
470.5328674,133.2370691
430.1498413,114.5356401
398.3012085,116.1894651
368.3195496,105.2816389
327.0587769,92.64297773
271.4682922,79.03654047
223.0106812,66.61786496
183.5331726,48.97767685
138.7902374,31.98128884
100.6422119,22.5344011
62.61582947,14.66163807
32.49417496,7.463187619
8.681786537,2.462162613
0,0.006412484
0,0.075562488
0,0.081387489
1.916089773,-0.084325004
14.93283176,0.916775017
34.70438004,4.603662701
68.4397049,10.79097533
107.4752197,19.58295052
148.1978455,29.54556351
191.0758514,44.71510099
240.0983734,61.11556252
288.7172546,76.5437784
332.2369385,91.84541475
